Time,Category,Value
1.4097250000000003,P,0.81591796875
1.4100219999999999,I,0.0
1.4102799999999998,D,0.0
1.41054,Speed,0.81591796875
1.4292709999999997,Error,-0.62470703125
1.4297579999999999,P,-3.12353515625
1.4300829999999995,I,0.0
1.430343,D,0.0
1.4306109999999999,Speed,-3.12353515625
1.449401,Error,-1.0185546875
1.4497519999999995,P,-5.0927734375
1.450063,I,0.0
1.4503059999999997,D,0.0
1.4505720000000002,Speed,-5.0927734375
1.4693769999999995,Error,-0.97197265625
1.469764,P,-4.85986328125
1.4700699999999998,I,0.0
1.4703590000000004,D,0.0
1.470639,Speed,-4.85986328125
1.4892920000000003,Error,-0.44951171875
1.4897470000000004,P,-2.24755859375
1.4900599999999995,I,0.0
1.4903220000000001,D,0.0
1.490589,Speed,-2.24755859375
1.5094080000000003,Error,0.33955078125
1.5097699999999996,P,1.69775390625
1.5100850000000001,I,0.0
1.5103500000000003,D,0.0
1.5131760000000003,Speed,1.69775390625
1.529255,Error,1.21474609375
1.5297259999999997,P,6.07373046875
1.5300529999999999,I,0.0
1.530326,D,0.0
1.5305829999999996,Speed,6.07373046875
1.5492740000000003,Error,1.9701171875
1.5497479999999997,P,9.8505859375
1.5500919999999996,I,0.0
1.550375,D,0.0
1.5506369999999998,Speed,9.8505859375
1.5692569999999997,Error,2.2162109375
1.569728,P,11.0810546875
1.5700289999999995,I,0.0
1.5702960000000004,D,0.0
1.5705730000000002,Speed,11.0810546875
1.5892789999999994,Error,1.81337890625
1.5897529999999997,P,9.06689453125
1.592571,I,0.0
1.5929539999999998,D,0.0
1.5932420000000003,Speed,9.06689453125
1.6094229999999998,Error,1.0947265625
1.6097960000000002,P,5.4736328125
1.6100940000000001,I,0.0
1.6103559999999997,D,0.0
1.6106149999999997,Speed,5.4736328125
1.6294449999999998,Error,0.1849609375
1.629826,P,0.9248046875
1.630152,I,0.0
1.6305829999999997,D,0.0
1.6308729999999996,Speed,0.9248046875
1.6495240000000004,Error,-0.608984375
1.6499340000000002,P,-3.044921875
1.6503869999999998,I,0.0
1.6507039999999997,D,0.0
1.651027,Speed,-3.044921875
1.6695259999999998,Error,-1.033203125
1.6698819999999996,P,-5.166015625
1.6702110000000003,I,0.0
1.670486,D,0.0
1.67075,Speed,-5.166015625
1.6894229999999997,Error,-1.033203125
1.6898050000000002,P,-5.166015625
1.6901490000000003,I,0.0
1.69075,D,0.0
1.6910479999999999,Speed,-5.166015625
1.7092889999999998,Error,-0.5880859375
1.709737,P,-2.9404296875
1.7100550000000003,I,0.0
1.710331,D,0.0
1.7106199999999998,Speed,-2.9404296875
1.7293850000000002,Error,0.1697265625
1.7297780000000003,P,0.8486328125
1.7327749999999997,I,0.0
1.7331329999999998,D,0.0
1.7334690000000001,Speed,0.8486328125
1.7494480000000003,Error,1.0376953125
1.7499979999999995,P,5.1884765625
1.7503469999999997,I,0.0
1.7506369999999998,D,0.0
1.751156,Speed,5.1884765625
1.7692860000000001,Error,1.8119140625
1.769813,P,9.0595703125
1.770143,I,0.0
1.7704210000000002,D,0.0
1.770727,Speed,9.0595703125
1.789245,Error,2.11064453125
1.7902150000000001,P,10.55322265625
1.7905569999999997,I,0.0
1.7937789999999996,D,0.0
1.7941409999999995,Speed,10.55322265625
1.809255,Error,1.76259765625
1.8097129999999997,P,8.81298828125
1.8100339999999997,I,0.0
1.8103189999999996,D,0.0
1.810616,Speed,8.81298828125
1.8294139999999997,Error,1.02958984375
1.829812,P,5.14794921875
1.830241,I,0.0
1.8306179999999994,D,0.0
1.830942,Speed,5.14794921875
1.8493879999999998,Error,0.1681640625
1.8498099999999995,P,0.8408203125
1.8501629999999996,I,0.0
1.8504690000000001,D,0.0
1.8543239999999996,Speed,0.8408203125
1.8695339999999996,Error,-0.62080078125
1.869937,P,-3.10400390625
1.870272,I,0.0
1.8705630000000002,D,0.0
1.8708639999999996,Speed,-3.10400390625
1.8892470000000003,Error,-1.0208984375
1.889786,P,-5.1044921875
1.890223,I,0.0
1.8905469999999995,D,0.0
1.8908630000000002,Speed,-5.1044921875
1.9094409999999997,Error,-0.992578125
1.9098410000000003,P,-4.962890625
1.910196,I,0.0
1.9104889999999997,D,0.0
1.9108019999999997,Speed,-4.962890625
1.929246,Error,-0.48876953125
1.92971,P,-2.44384765625
1.9300519999999997,I,0.0
1.9303649999999999,D,0.0
1.930683,Speed,-2.44384765625
1.9497010000000001,Error,0.28974609375
1.9501019999999998,P,1.44873046875
1.9504560000000002,I,0.0
1.9507569999999996,D,0.0
1.9510730000000003,Speed,1.44873046875
1.9694470000000002,Error,0.28974609375
1.969885,P,1.44873046875
1.970272,I,0.0
1.970616,D,0.0
1.9709359999999998,Speed,1.44873046875
1.9893729999999996,Error,1.921875
1.9897799999999997,P,9.609375
1.990134,I,0.0
1.9904929999999994,D,0.0
1.9908379999999997,Speed,9.609375
